,keff,keff_err,p
270,0.999442,4.2784e-05,-0.168
271,1.00033,4.35156e-05,0.273
272,0.999192,4.32166e-05,-0.24
273,1.00013,4.39176e-05,0.181
274,1.00035,4.27748e-05,0.276
275,1.00047,4.26542e-05,0.343
276,0.999089,4.37962e-05,-0.295
277,1.00062,4.29919e-05,0.393
278,0.999797,4.3088e-05,0.04
279,1.00029,4.29505e-05,0.2
280,1.00053,4.34528e-05,0.373
281,0.999959,4.21417e-05,0.063
282,1.00034,4.25608e-05,0.283
283,0.999532,4.29981e-05,-0.116
284,0.999993,4.27029e-05,0.087
285,0.998682,4.29608e-05,-0.44
286,0.999632,4.27261e-05,-0.089
287,0.999691,4.31808e-05,-0.048
288,0.999839,4.34742e-05,-0.002
289,0.999071,4.31458e-05,-0.311
290,0.99939,4.26565e-05,-0.164
291,1.00073,4.33341e-05,0.466
292,0.999757,4.28311e-05,-0.03
293,1.00063,4.32072e-05,0.435
294,0.999164,4.29295e-05,-0.255
295,0.999564,4.35644e-05,-0.074
296,0.999117,4.29874e-05,-0.281
297,1.00001,4.32411e-05,0.064
298,0.999442,4.22021e-05,-0.14
299,0.999039,4.27704e-05,-0.284
300,1.00041,4.26507e-05,0.305
301,0.998936,4.28029e-05,-0.367
302,0.999609,4.29061e-05,-0.102
303,0.999608,4.31593e-05,-0.088
304,0.999913,4.21983e-05,0.059
305,1.00021,4.25317e-05,0.234
306,1.00049,4.31485e-05,0.339
307,0.999749,4.37811e-05,-0.037
308,1.00006,4.20795e-05,0.088
309,0.998693,4.33285e-05,-0.437
310,1.00074,4.22158e-05,0.449
311,0.999009,4.33007e-05,-0.354
312,1.00042,4.29278e-05,0.286
313,0.999691,4.36332e-05,-0.053
314,0.999261,4.32393e-05,-0.258
315,0.998587,4.30707e-05,-0.479
316,0.999463,4.28702e-05,-0.189
317,1.00046,4.28756e-05,0.309
318,0.998692,4.30454e-05,-0.463
319,0.999603,4.2508e-05,-0.095
320,1.00059,4.41414e-05,0.327
321,0.999026,4.26638e-05,-0.332
322,0.999101,4.35721e-05,-0.271
323,0.999605,4.23911e-05,-0.073
324,1.00055,4.29586e-05,0.375
325,0.999916,4.25159e-05,0.073
326,1.00007,4.23613e-05,0.118
327,1.00057,4.33421e-05,0.399
328,0.999534,4.2441e-05,-0.117
329,1.00072,4.33975e-05,0.457
330,1.00046,4.30886e-05,0.344
331,1.00025,4.24498e-05,0.254
332,0.999995,4.19295e-05,0.095
333,0.999796,4.29394e-05,-0.025
334,0.999402,4.25613e-05,-0.183
335,1.00011,4.34693e-05,0.152
336,0.999676,4.30367e-05,-0.051
337,1.00062,4.33006e-05,0.401
338,0.999379,4.34698e-05,-0.184
339,0.999997,4.28877e-05,0.139
340,0.999728,4.27861e-05,-0.023
341,0.999085,4.35222e-05,-0.268
342,0.99853,4.21526e-05,-0.5
343,1.00027,4.38194e-05,0.268
344,0.99871,4.24882e-05,-0.444
345,0.998725,4.32016e-05,-0.432
346,0.999401,4.25289e-05,-0.145
347,0.999224,4.34413e-05,-0.209
348,1.00029,4.32543e-05,0.25
349,0.998998,4.25052e-05,-0.361
350,0.99872,4.25454e-05,-0.442
351,0.999373,4.3624e-05,-0.177
352,1.00061,4.28308e-05,0.428
353,0.999818,4.26883e-05,-0.01
354,1.00058,4.27868e-05,0.41
355,0.998755,4.247e-05,-0.436
356,1.00033,4.2781e-05,0.279
357,0.999571,4.31328e-05,-0.107
358,0.999533,4.2055e-05,-0.122
359,1.00072,4.3193e-05,0.454
360,1.00049,4.2534e-05,0.347
361,1.00009,4.297e-05,0.175
362,1.00039,4.356e-05,0.246
363,0.998604,4.26789e-05,-0.497
364,0.998931,4.21937e-05,-0.391
365,1.00053,4.3654e-05,0.389
366,0.999893,4.23479e-05,0.061
367,1.00068,4.33931e-05,0.464
368,1.00032,4.32206e-05,0.201
369,0.999784,4.2724e-05,-0.017
370,0.998888,4.29922e-05,-0.365
371,1.00057,4.31956e-05,0.403
372,1.00078,4.25202e-05,0.495
373,0.999057,4.35218e-05,-0.294
374,0.999395,4.19612e-05,-0.171
375,0.998717,4.29136e-05,-0.467
376,1.00004,4.2415e-05,0.124
377,0.999099,4.35712e-05,-0.333
378,0.9992,4.32206e-05,-0.257
379,1.0006,4.30919e-05,0.422
380,0.999431,4.34128e-05,-0.15
381,1.00026,4.27507e-05,0.219
382,0.99978,4.3627e-05,0.002
383,0.999065,4.26709e-05,-0.279
384,1.00066,4.3165e-05,0.434
385,0.99994,4.38841e-05,0.024
386,1.00067,4.33269e-05,0.432
387,0.999466,4.19274e-05,-0.149
388,0.999126,4.30425e-05,-0.269
389,0.999466,4.26773e-05,-0.126
390,1.0001,4.31073e-05,0.13
391,0.999395,4.35712e-05,-0.144
392,0.999459,4.34386e-05,-0.129
393,0.99943,4.33689e-05,-0.121
394,1.00057,4.31719e-05,0.425
395,0.9994,4.22615e-05,-0.166
396,0.999954,4.24536e-05,0.089
397,1.00018,4.30213e-05,0.188
398,0.999179,4.24672e-05,-0.23
399,0.999092,4.28288e-05,-0.299
400,0.99917,4.36674e-05,-0.261
401,1.00059,4.33348e-05,0.453
402,0.99987,4.32637e-05,0.0
403,1.00006,4.27909e-05,0.116
404,0.999887,4.31463e-05,0.057
405,0.999673,4.24125e-05,-0.054
406,1.00049,4.34215e-05,0.34
407,0.99942,4.35546e-05,-0.161
408,0.998735,4.2561e-05,-0.447
409,0.99967,4.27402e-05,-0.034
410,0.999742,4.29037e-05,-0.039
411,0.998619,4.27755e-05,-0.482
412,0.999824,4.25031e-05,0.015
413,0.998671,4.18519e-05,-0.465
414,0.998874,4.33302e-05,-0.381
415,0.998941,4.20475e-05,-0.321
416,0.998609,4.31811e-05,-0.45
417,0.999973,4.326e-05,0.076
418,0.999953,4.26045e-05,0.081
419,0.99944,4.36073e-05,-0.18
420,0.999687,4.30553e-05,-0.061
421,1.00058,4.32844e-05,0.356
422,1.00048,4.24492e-05,0.325
423,0.998929,4.33342e-05,-0.342
424,0.99869,4.25824e-05,-0.475
425,0.999197,4.35075e-05,-0.256
426,0.998818,4.3672e-05,-0.401
427,1.0002,4.32725e-05,0.243
428,0.999047,4.25387e-05,-0.334
429,1.00029,4.31387e-05,0.244
430,1.00032,4.28629e-05,0.247
431,1.00053,4.34203e-05,0.407
432,1.0001,4.28161e-05,0.145
433,1.00042,4.28902e-05,0.316
434,0.998753,4.2999e-05,-0.428
435,0.999777,4.3054e-05,0.018
436,1.00027,4.32563e-05,0.232
437,0.99987,4.32397e-05,0.035
438,0.99911,4.30939e-05,-0.278
439,0.998824,4.32317e-05,-0.42
440,0.998839,4.19166e-05,-0.395
441,1.00055,4.29057e-05,0.433
442,1.00035,4.26484e-05,0.281
443,1.00073,4.31318e-05,0.49
444,0.998628,4.35212e-05,-0.461
445,0.99932,4.29591e-05,-0.165
446,0.999038,4.28292e-05,-0.34
447,0.999963,4.30556e-05,0.098
448,0.999591,4.34566e-05,-0.086
449,1.00052,4.30255e-05,0.358
450,0.998882,4.27403e-05,-0.415
451,1.00043,4.33751e-05,0.298
452,0.999498,4.33127e-05,-0.106
453,0.998698,4.30767e-05,-0.474
454,0.998853,4.23732e-05,-0.368
455,0.999264,4.33619e-05,-0.221
456,1.00024,4.33536e-05,0.222
457,0.999073,4.26423e-05,-0.33
458,0.999706,4.33958e-05,-0.044
459,0.999569,4.24625e-05,-0.066
460,0.998846,4.31642e-05,-0.39
461,0.998725,4.28983e-05,-0.441
462,0.999831,4.29844e-05,0.05
463,1.00065,4.24381e-05,0.424
464,1.00062,4.29641e-05,0.397
465,0.999329,4.33365e-05,-0.213
466,1.00022,4.31797e-05,0.216
467,1.00061,4.29206e-05,0.361
468,0.998694,4.28252e-05,-0.462
469,0.999824,4.27582e-05,0.037
470,0.999536,4.33637e-05,-0.136
471,1.0002,4.30797e-05,0.186
472,0.999092,4.27748e-05,-0.285
473,0.999965,4.33351e-05,0.038
474,1.00054,4.38219e-05,0.332
475,0.999997,4.29836e-05,0.115
476,1.00018,4.31548e-05,0.171
477,0.998654,4.29036e-05,-0.464
478,0.999378,4.28061e-05,-0.181
479,0.998852,4.28226e-05,-0.363
480,0.99974,4.33451e-05,-0.047
481,1.00059,4.31392e-05,0.377
482,0.999013,4.26948e-05,-0.313
483,0.999438,4.2574e-05,-0.156
484,0.999299,4.32909e-05,-0.233
485,0.999979,4.32133e-05,0.126
486,0.999686,4.31981e-05,-0.036
487,0.998911,4.2127e-05,-0.346
488,1.00068,4.28184e-05,0.442
489,0.999477,4.28639e-05,-0.09
490,0.999959,4.32556e-05,0.074
491,1.0003,4.32336e-05,0.258
492,1.00009,4.35896e-05,0.105
493,1.0,4.30015e-05,0.103
494,0.998798,4.23184e-05,-0.378
495,1.00056,4.39088e-05,0.353
496,0.998975,4.27628e-05,-0.343
497,1.00076,4.32536e-05,0.461
498,1.00074,4.26808e-05,0.482
499,1.00058,4.2151e-05,0.404
500,1.00052,4.28358e-05,0.318
501,0.998947,4.3286e-05,-0.383
502,0.999038,4.29518e-05,-0.306
503,0.999327,4.31574e-05,-0.19
504,1.00059,4.24502e-05,0.44
505,1.00024,4.30666e-05,0.245
506,0.998567,4.21847e-05,-0.454
507,1.00032,4.33075e-05,0.27
508,0.999336,4.25456e-05,-0.234
509,0.998582,4.29904e-05,-0.485
510,1.00077,4.26563e-05,0.46
511,1.00059,4.30654e-05,0.39
512,1.00036,4.25388e-05,0.315
513,0.998964,4.34733e-05,-0.362
514,1.00051,4.31018e-05,0.345
515,0.999391,4.31558e-05,-0.159
516,0.999172,4.25415e-05,-0.273
517,0.998937,4.33241e-05,-0.352
518,0.999519,4.24096e-05,-0.137
519,1.00031,4.32422e-05,0.259
520,0.999295,4.34144e-05,-0.239
521,0.998835,4.26225e-05,-0.424
522,0.998585,4.33284e-05,-0.493
523,1.00036,4.33158e-05,0.288
524,0.999675,4.22921e-05,-0.057
525,1.00014,4.23509e-05,0.208
526,0.998992,4.36113e-05,-0.35
527,0.999319,4.24648e-05,-0.223
528,0.999938,4.31942e-05,0.071
529,0.99999,4.35908e-05,0.036
530,0.998742,4.23738e-05,-0.434
531,1.00039,4.30664e-05,0.274
532,0.999195,4.33683e-05,-0.282
533,1.00028,4.28648e-05,0.233
534,1.00055,4.18523e-05,0.369
535,1.00042,4.33165e-05,0.295
536,0.999465,4.21375e-05,-0.118
537,0.999291,4.30243e-05,-0.217
538,1.00075,4.30389e-05,0.446
539,1.00018,4.31756e-05,0.157
540,0.999804,4.30678e-05,-0.008
541,1.00062,4.29999e-05,0.376
542,0.999932,4.33228e-05,0.062
543,0.999247,4.31652e-05,-0.231
544,0.999017,4.32125e-05,-0.353
545,1.00046,4.30182e-05,0.35
546,0.998985,4.35066e-05,-0.329
547,1.00077,4.3499e-05,0.476
548,1.00042,4.29923e-05,0.264
549,0.999913,4.2826e-05,0.047
550,0.998915,4.24248e-05,-0.341
551,1.00057,4.287e-05,0.387
552,0.998689,4.22479e-05,-0.445
553,0.999311,4.22403e-05,-0.198
554,0.999219,4.28774e-05,-0.248
555,0.998963,4.23617e-05,-0.376
556,1.0007,4.31297e-05,0.472
557,1.00023,4.33282e-05,0.21
558,0.998764,4.33815e-05,-0.438
559,0.998775,4.2649e-05,-0.429
560,1.00001,4.26362e-05,0.094
561,0.998751,4.24852e-05,-0.449
562,1.00039,4.24215e-05,0.284
563,1.00018,4.29097e-05,0.12
564,1.00064,4.35557e-05,0.391
565,0.998687,4.32958e-05,-0.46
566,0.99952,4.26508e-05,-0.108
567,0.998826,4.27536e-05,-0.385
568,1.00041,4.28897e-05,0.346
569,0.99931,4.21063e-05,-0.214
570,0.998741,4.28274e-05,-0.446
571,1.00011,4.28786e-05,0.153
572,0.999287,4.30295e-05,-0.197
